hash,location,date,text
"['sciencepub', 'ciencia', 'inovacao']","São Luís, Brasil",2020-12-03 12:36:35,"O bate-papo sobre financiamento da ciência no Brasil é neste sábado, a partir de 17h com transmissão pelo YouTube. Fiquem ligados!!
#sciencepub #ciencia #inovacao
https://t.co/g8yTplgfm5"
"['sciencepub', 'ciencia', 'inovacao']","São Luís, Brasil",2020-12-03 12:36:33,"Quanto custa fazer ciência e de onde vem os recursos para isso? Sábado recebemos André Luís dos Santos e Hektor Monteiro para debater o financiamento da ciência no País. O que vem acontecendo em relação ao tema e o que esperar dos próximos anos.
#sciencepub #ciencia #inovacao https://t.co/z2eC2OOmQb"
"['PIB', 'indústria', 'comercio']","Sao Paulo, Brazil",2020-12-03 12:34:47,"O #PIB cresceu 7,7% no terceiro trimestre, puxado pelo crescimento da #indústria e do setor de serviços, incluindo #comercio . No acumulado do ano o resultado ainda está 5% abaixo de 2019

https://t.co/4N7lvcuBhJ"
"['FutForum', 'branding', 'Futbox', 'DesignEsportivo', 'História', 'Branding']",Onde você estiver,2020-12-03 12:28:22,"Hoje começa o #FutForum! Às 15h30 @_AdrianoAvila, fundador do https://t.co/7LSCZoY5Mu, irá participar do painel sobre os desafios de #branding envolvendo tradição e inovação.

Programação completa AQUI: https://t.co/Ny7yVt9pY2

#Futbox ⚽️ #DesignEsportivo #História #Branding https://t.co/6VhxbRqSHN"
['4ºForumDeControlePelaEducaçao'],Brasil,2020-12-03 12:28:02,"Ministro Augusto Nardes, coordenador do 4º Fórum Nacional de Controle, destaca a importância da educação, da inovação e da governança para o desenvolvimento do Brasil. O evento começou hoje e segue até amanhã #4ºForumDeControlePelaEducaçao"
"['StartYourFuture', 'cedin', 'graduação', 'direito', 'law', 'school', 'tradição', 'inovação']",Belo Horizonte - Brazil,2020-12-03 12:24:05,"Com mais de 15 anos de experiência em cursos de capacitação e especialização na área do Direito, o CEDIN alinha 2 valores essenciais para a formação jurídica de excelência: tradição e inovação!

#StartYourFuture

#cedin #graduação #direito #law #school #tradição #inovação https://t.co/B0ulsFjo0J"
"['funcap', 'cientistachefe']",Fortaleza (CE),2020-12-03 12:21:44,"Um dos principais objetivos do programa é a construção de uma base de núcleos de inovação no Governo, buscando a mudança do perfil da economia do Ceará através da Indústria do Conhecimento.

💻 Confira a matéria no site da Funcap: https://t.co/BVGqdiMvBn

#funcap #cientistachefe"
"['sistemafaemg', 'senarminas', 'faculdadecna', 'agro', 'escoladaterra', 'inovação', 'agronegocio', 'graduacao', 'ead']",,2020-12-03 12:01:45,"Minas Gerais é o segundo estado com mais matrículas na Faculdade CNA! 

São dois polos de ensino em Minas Gerais: Belo Horizonte e Manhuaçu - acesse: https://t.co/uqpkGOmQfx

#sistemafaemg #senarminas #faculdadecna #agro #escoladaterra #inovação #agronegocio #graduacao #ead https://t.co/eRQBHUespV"
"['cimm', 'inovação', 'construcaocivil', 'produtos']",Brasil,2020-12-03 12:01:39,"Vale inaugura planta piloto para fabricação de produtos para a construção civil
#cimm #inovação #construcaocivil #produtos https://t.co/YIocTGg1eY"
"['mapiconecta', 'inovação', 'tecnologia', 'shoppings', 'pospandemia', 'abrasel', 'turismobrasil', 'franquias']",,2020-12-03 12:00:39,"Esta semana, a mapiConecta começa sua trajetória operando em quiosques dos Shopping Centers Iguatemi Campinas e Parque Dom Pedro. 

https://t.co/MXbDXYj8tq

#mapiconecta #inovação #tecnologia #shoppings #pospandemia #abrasel #turismobrasil #franquias https://t.co/GdYaipDWr5"
['4ºForumDeControlePelaEducaçao'],Brasil,2020-12-03 11:51:44,"O 4º Fórum Nacional de Controle: Inovação em prol da Educação no Brasil começa em instantes. Acompanhe ao vivo, a partir de 9h, pelo canal do YouTube: https://t.co/av17wz1iG0 #4ºForumDeControlePelaEducaçao"
"['inova2020', 'inovacao', 'FapemigForte', 'aFapemigNaoPara', 'prodemge']",Belo Horizonte,2020-12-03 11:41:04,"E hoje, às 10 horas. Não perca!
Painel sobre a alteração da Lei Mineira de Inovação, com o Professor Paulo Beirão.
Acesse: https://t.co/ql2ZTeiMKK
#inova2020 #inovacao #FapemigForte #aFapemigNaoPara #prodemge"
"['ex', 'employeeexperience', 'novasnarrativas', 'rhagil', 'rh', 'transformação', 'inovação', 'saudemental']","Porto Alegre, RS, Brasil",2020-12-03 11:14:16,"Realização TOTALBIZ. Apoio Totalbooks Brasil.

Zuleica Klauck
Getulio Teixeira
Rita Luedke
Lucélia Souza
Fernanda Poli
Magda Arbo Pavlak

#ex
#employeeexperience 
#novasnarrativas
#rhagil 
#rh 
#transformação 
#inovação 
#saudemental https://t.co/ioCuBeZHEc"
"['bitcoin', 'btc', 'criptomoedas', 'criptoativos', 'blackrock', 'empresas', 'investimentos', 'mercados', 'economia', 'inovação', 'tecnologia', 'theblock', 'leiacryptotimes']",,2020-12-03 11:01:22,"Bitcoin está ganhando legitimidade como uma classe de ativos, afirma CEO da BlackRock

#bitcoin #btc #criptomoedas #criptoativos #blackrock #empresas #investimentos #mercados #economia #inovação #tecnologia #theblock #leiacryptotimes https://t.co/lW0rJyxMdm"
"['Laboratóriosdeliderança', 'inovação', 'liderança']","Lisboa, Portugal",2020-12-03 10:51:18,"Iniciámos ontem o 1.º Laboratório de Liderança sobre o tema ""Motivação dos Trabalhadores"". Contámos com o orador,  Dr. Álvaro Cidrais, que nos falou de como a inteligência emocional colabora nos processos motivacionais das equipas. 
#Laboratóriosdeliderança #inovação #liderança https://t.co/Hh20k8DjnE"
"['turismo', 'ECDT', 'NERGA']",Portugal,2020-12-03 10:45:43,"Apoiamos o #turismo através de projetos de cooperação transfronteiriça @poctep, mas também incentivando inovação nas empresas e contratação de pessoas qualificadas. O turismo na Raia é uma das prioridades da #ECDT 🇵🇹🇪🇸

@ICFRFerreira na Sessão ""Turismo Sustentável"", do #NERGA. https://t.co/mMLfN7kgJ8"
"['ex', 'employeeexperience', 'novasnarrativas', 'rhagil', 'rh', 'transformação', 'inovação', 'saudemental']","Porto Alegre, RS, Brasil",2020-12-03 10:39:57,"Realização TOTALBIZ. Apoio Totalbooks Brasil.

Zuleica Klauck
Getulio Teixeira
Rita Luedke
Lucélia Souza
Fernanda Poli
Magda Arbo Pavlak

#ex
#employeeexperience 
#novasnarrativas
#rhagil 
#rh 
#transformação 
#inovação 
#saudemental https://t.co/Etx62wdBSx"
"['Repost', 'inovação', 'livropensesimples', 'livroFaçaSimples']","Jataí, Brasil",2020-12-03 10:30:56,"#Repost @gustavocaetano 
・・・
O que vocês acharam do carro autônomo da Pizza Hut na China que vende pizza quentinha nas ruas? Será o futuro chegando rápido?

#inovação #livropensesimples #livroFaçaSimples https://t.co/Rq8vcA4ei3"
['afterverse'],Brasil / Goiânia - Goiás,2020-12-03 10:19:28,Afterverse é a nova jogada da ‘dona do iFood’ no mundo dos games - Link - Estadão https://t.co/P3Gl8KiyHp #afterverse
"['inovação', 'transformaçãodigital']","Curitiba, Brasil",2020-12-03 10:04:03,"Como levar inovação e transformação digital para empresas com perfis tão distintos quanto startups e multinacionais? A resposta está aqui 👇

https://t.co/HkXZ1zFchg 

#inovação #transformaçãodigital"
"['inspiração', 'frases', 'marketing', 'branding', 'negócios', 'inovação', 'estratégia', 'design']","Blumenau, Santa Catarina",2020-12-03 10:01:03,"“O futuro dependerá daquilo 
que fazemos no presente.”



– Mahatma Gandhi


#inspiração #frases #marketing #branding #negócios #inovação #estratégia #design https://t.co/fHifrbkYpp"
['inovação'],"Lisbon, Portugal",2020-12-03 08:30:41,"O Embaixador de Portugal na Índia, Sua Excelência Carlos Pereira Marques, salientou que a #inovação é uma prioridade absoluta para a Índia e Portugal, ambos os países destacam-se nestas áreas e, apesar das diferentes dimensões, alcançaram um elevado nível de excelência. https://t.co/F9N5YeV1V6"
['ENPCAD'],"Lisboa, Portugal",2020-12-03 07:39:33,"Partilha. Conhecimento. Inovação. Esperança. 

Estas foram algumas das palavras utilizadas pelos participantes no #ENPCAD para definirem o evento. 

A todo/as o nosso agradecimento. https://t.co/QLnsy1ysTQ"
"['estratégia', 'negócios', 'innovation', 'inovacao']",São Paulo - Brazil,2020-12-03 03:56:05,E pensar que o general prussiano Carl von Clausewitz escreveu isso em 1853.  #estratégia #negócios #innovation #inovacao https://t.co/h67bNFKFBg
['LulaPresidente2022'],Rj,2020-12-03 03:22:50,"Q tal vcs pararem de chorar pelo Ex e pensar em Inovação??? Ficar batendo na mesma tecla dmv só vai fzr com q o *ENÚTEL* do Bolsonaro seja eleito. N temos q escolher nem um e nem outro, precisamos inovar, novos candidatos e novas propostas.
#LulaPresidente2022"
"['empreendedorismo', 'inovação', 'mitos', 'ideias', 'criatividade', 'business', 'foco', 'sucesso', 'instituto99', 'paraguaçumg', 'suldeminas']","ÜT: -22.252269,-45.932524",2020-12-03 03:06:19,"Você sabia que existem vários tipos de empreendedores?
Sabia também, que além de montar negócios, você  pode empreender enquanto funcionário de alguma empresa?
#empreendedorismo #inovação #mitos #ideias #criatividade #business #foco #sucesso #instituto99 #paraguaçumg #suldeminas https://t.co/waMnXoLqmL"
"['TransporteAéreo', 'Defesa', 'Segurança', 'Tecnologia', 'Inovação', 'Desempenho', 'Desenvolvimento', 'Economia', 'Investimento', 'Investidor', 'BolsaDeValores']",Espaço Aéreo Brasileiro,2020-12-03 03:04:00,"Saiba como foi o 3° Trimestre de 2020 da Embraer (EMBR3). Clique na imagem ou leia em detalhes em: https://t.co/xsiCkDTf11

#TransporteAéreo #Defesa #Segurança #Tecnologia #Inovação #Desempenho #Desenvolvimento #Economia #Investimento #Investidor #BolsaDeValores"
"['Inovação', 'SóNaNovaGeração', 'NuncaQueOPS4ConseguiriaFazerIsso', 'IhEsqueciQueEleJáFazDesdeOFIFA17']","São Sebastião do Caí, Brasil",2020-12-03 02:38:13,"@MuuhPro INCRÍVEL! Agora as cutscenes do ""A JORNADA"", que estão prontas desde o FIFA 17, vão ser colocadas nos modos normais do FIFA 21!
#Inovação #SóNaNovaGeração #NuncaQueOPS4ConseguiriaFazerIsso #IhEsqueciQueEleJáFazDesdeOFIFA17"
"['PINTOSAWARDS', 'PINTOAWARDS', 'PEITOAWARDS', 'RABASAWARDS', 'RABAAWARDS', 'ppkawards', 'XOTAAWARDS', 'BUCETAAWARDS', 'XOTAAWARS', 'XOTASAWARDS', 'ROLAAWARDS', 'PIROCAAWARDS']",,2020-12-03 01:59:17,"Queria ver um nude gostoso, sei lá, uma inovação... as nudes que eu recebo atuaente é tudo mais do mesmo.
#PINTOSAWARDS 
#PINTOAWARDS
#PEITOAWARDS
#RABASAWARDS
#RABAAWARDS
#ppkawards 
#XOTAAWARDS
#BUCETAAWARDS 
#XOTAAWARS 
#XOTASAWARDS
#ROLAAWARDS 
#PIROCAAWARDS"
['IPO'],"Sao Paulo, Brazil",2020-12-03 01:53:41,"Começa nesta quinta-feira período de reserva de ações da @neogrid . #IPO está previsto para 17 de dezembro 

https://t.co/ateQshL45t"
['mobiE'],"Lisbon, Portugal",2020-12-03 01:26:20,@MariaCordRosa Isso e os postos de carregamento eléctricos avariados durante semanas senão meses !!! (Este nos restauradores anda assim faz pelo menos 3 semanas .. e isto com duas reclamações feitas .. ) isto do #mobiE foi cá uma inovação!!!! https://t.co/8MdzLEquE4
"['Tecnologia', 'Inovação', 'Saneamento', 'Webinars', 'Social']","Rio de Janeiro, Brazil",2020-12-03 01:07:11,"Hoje tive o prazer e a honra de participar do Painel: Como a #Tecnologia e a #Inovação Podem Contribuir para a Agenda de #Saneamento?
Como parte da séries de #Webinars que fazem parte do evento BNDES ‒ S de #Social ‒ S de Saneament…https://t.co/qt4ZL6nbXs https://t.co/PHfFF29ZsN"
"['empresa', 'Tecnologias', 'Brasil', 'educacao', 'inovacao']",Brasil,2020-12-03 00:35:49,"O Centro de Inovação para a Educação Brasileira (CIEB), em parceria com a ABES, convida sua #empresa a participar do “Mapeamento de #Tecnologias Educacionais no #Brasil”.

Saiba mais: https://t.co/iWRg7z5aMp

#educacao #inovacao https://t.co/FAXH5t9ia9"
"['quimica', 'inovacao', 'B2B', 'global']","Sao Paulo, Brazil",2020-12-03 00:10:42,"Em um só lugar, reunimos o que há de melhor no mercado químico: profissionais, empresas e oportunidades para o crescimento de todos. 

Conte com um ecossistema que une conhecimento, inovação e informação em um nível global! https://t.co/mcgcJ09XJg

#quimica #inovacao #B2B #global https://t.co/w4F4l4xXdV"
['BlackFriday2020'],"Sao Paulo, Brazil",2020-12-03 00:08:02,"Instabilidade e sites fora do ar levaram e-commerce a acumular perdas de R$ 47,8 milhões na #BlackFriday2020

https://t.co/HKyLaSLA8g"
"['savarejo', 'varejo', 'retail', 'supermercados', 'indústrias', 'gestãodepessoas', 'governança', 'marcaprópria', 'inovação', 'relaçãocomercial', 'jbp', 'shopper', 'associativismo']",,2020-12-03 00:02:39,"Saiba também a quem recorrer para encarar com mais tranquilidade as dificuldades de 2021

#savarejo #varejo #retail #supermercados #indústrias #gestãodepessoas #governança #marcaprópria #inovação #relaçãocomercial #jbp #shopper #associativismo 

https://t.co/to5Jb6h7Hd"
['Caboré2020'],São Paulo/BRASIL,2020-12-03 00:02:09,"E o #Caboré2020 continua...André Fatala, do Magazine Luiza, vence na categoria Profissional de Inovação. https://t.co/6drPLyRQcu"
"['fretespot', 'transporte', 'logística', 'tecnologia', 'frete', 'carga', 'transportadora', 'aplicativo', 'inovação']","Americana, Brasil",2020-12-03 00:00:52,"Uma empresa que deixa seu veículo sempre cheio de maneira simples, rápida e segura 24 horas ao dia. ⏳

#fretespot #transporte #logística #tecnologia #frete #carga #transportadora #aplicativo #inovação https://t.co/Xb5C4HYy1w"
['Cabore2020'],Joincity,2020-12-02 23:58:49,"PROFISSIONAL DE INOVAÇÃO

André Fatala✅

#Cabore2020 https://t.co/rBRhkGpxQY"
['Caboré2020'],São Paulo/BRASIL,2020-12-02 23:22:36,"Ivan de Souza (Coca-Cola), Stella Brant (Live Up) e André Fatala (Magazine Luiza) seguram as placas de finalistas da categoria Profissional de Inovação #Caboré2020 https://t.co/eigSrOaNJM"
"['carreira', 'brasilpaisdigital']",,2020-12-02 23:20:49,"Programa com participação da @softexnacional vai favorecer a formação de talentos em TI e promover a inovação aberta

https://t.co/RXtsJh5nkW

#carreira #brasilpaisdigital https://t.co/2YnALzvuf4"
"['IOVLabs', 'blockchain']",,2020-12-02 23:11:40,"A equipe de Pesquisa e Inovação da #IOVLabs está ocupada trabalhando em alguns projetos incríveis no espaço #blockchain.

Convidamos você a se juntar à comunidade para se manter atualizado com as últimas pesquisas! https://t.co/eCMB5GpF76 https://t.co/rGwZK7a0Ao"
"['MBExperience2020', 'MonteBravo']",,2020-12-02 23:09:13,"@NinaSilvaPerfil traz um ponto super importante: a inovação precisa estar em TODAS as áreas de uma empresa. Se tem uma única área que vai ter de ser responsável por toda a inovação, não vai funcionar.
.
#MBExperience2020 #MonteBravo"
"['MBExperience2020', 'MonteBravo']",,2020-12-02 23:09:13,"Helbert Costa, reforça que nenhuma tecnologia nasceu de um ano para outro: 
.
💬 ""A netflix por exemplo teve 20 anos para trabalhar. Inovação é algo para o longo prazo”. 
.
#MBExperience2020 #MonteBravo"
"['MBExperience2020', 'MonteBravo', 'MBExperience']",,2020-12-02 23:09:13,"Começou o 2º dia de #MBExperience2020! 🚀
.
Hoje, o nosso tema é Tecnologia e Inovação. E começamos com um painel incrível com @NinaSilvaPerfil e Helbert Costa. 
.
#MonteBravo #MBExperience"
"['liderança', 'inovação', 'Últimas']","Lisboa, Portugal",2020-12-02 23:08:58,"💡 A 15. ª Edição das Últimas está disponível ➡️ https://t.co/bDaDVyOkCm . Formação para cargos de liderança, o programa de mentoria, a aceleradora de ideias e o ciclo de conferências sobre #liderança, são alguns dos temas abordados nesta edição de novembro.
#inovação #Últimas https://t.co/q0TUP4daqN"
"['imprenditoregestaopme', 'gestaodenegocios', 'gestaoempresarial', 'inovacao', 'tecnicasageis', 'workshop', 'disrupção', 'revolucaoindustrial4', 'ptm']",Brasil,2020-12-02 23:01:14,"Entre em contato e saiba como turbinar seu negócio. Nós adoramos comemorar o sucesso de nossos clientes!

#imprenditoregestaopme #gestaodenegocios #gestaoempresarial #inovacao #tecnicasageis #workshop #disrupção #revolucaoindustrial4.0 #ptm https://t.co/2TzwOEwziG"
"['Forbeslive', 'EspecialAgro', 'NewHollandAgriculture']",,2020-12-02 22:51:42,"“O vinho é uma inovação em diversos aspectos e um conhecimento muito bacana para a nova geração”, diz Fabiano Borré, Diretor de Negócios Café e Vinho da Fazenda Progresso.

#Forbeslive #EspecialAgro #NewHollandAgriculture"
"['Empreendedorismo', 'marketing', 'inovação', 'ecommerce', 'sustentabilidade', 'curitiba', 'parana', 'brasil']",,2020-12-02 22:50:49,"Em 04/12, das 9h30 às 19h30, será realizado o 2° Festival de  #Empreendedorismo do Vale do Pinhão. 
O evento é gratuito e online. Estão programadas palestras sobre #marketing, #inovação, #ecommerce, #sustentabilidade e muito + 

https://t.co/pXvm1KTUp5

#curitiba #parana #brasil https://t.co/p8BURiEont"
"['desconto', 'smartcity', 'brasil', 'inovacao']",Brasil,2020-12-02 22:45:49,"A ABES apoia o Smart City Session, evento digital sobre cidades inteligentes, e você pode ter 20% de #desconto na inscrição neste link https://t.co/NKc8O6P5dP

Aproveite!

#smartcity #brasil #inovacao https://t.co/3wtcHXbK1I"
"['SetorAutomotivo', 'Inovação']",Brasília-DF,2020-12-02 22:36:03,O #SetorAutomotivo poderá contar com novos centros de pesquisa para projetos de #Inovação! Eles serão selecionados pela EMBRAPII por meio da Chamada Pública aberta em parceria com o @MCTI e com o @MinEconomia. Acesse e veja mais informações! https://t.co/ORbSCzTDKQ https://t.co/ILYjyestTU
